sentences,category
Put 50 rupees balance in my old number,Recharge
Add 249 rupees worth talktime to Sneha’s number,Recharge
I want to recharge my brother-in-law’s mobile,Recharge
Recharge my BSNL number with the previous plan,Recharge
Recharge mobile with the same pack I did yesterday,Recharge
Recharge a 1GB daily plan for 28 days,Recharge
Recharge this number urgently: 7880098800,Recharge
Do a quick recharge of 200 rupees,Recharge
Help with recharge using UPI for Anil’s number,Recharge
Recharge my friend’s Jio number with a 2GB/day plan,Recharge
Recharge 300 rupees for a new data pack,Recharge
Recharge using PhonePe for 9870123456,Recharge
Recharge my primary number with 600 rupees,Recharge
Recharge with unlimited calls pack for 28 days,Recharge
Recharge prepaid SIM 8210011223 with a booster pack,Recharge
Add 50 rupees top-up for emergency balance,Recharge
Recharge prepaid 30-day combo plan again,Recharge
Recharge my second number with 1.5GB/day pack,Recharge
Help me do a recharge on 9944332211,Recharge
Recharge a long-term plan of 699 on this number,Recharge
Recharge using free UPI gateway on this mobile,Recharge
Can you please top up 9876543210 with a 249 rupees pack,Recharge
I want to top up my number using rs 100 recharge,Recharge
Recharge my wife’s phone and top up with 149 rupees,Recharge
Please add a top up of 300 rupees to my number,Recharge
Could you top up my cousin’s mobile with rs 200 pack,Recharge
Help me top up 9988776655 using 399 rupees,Recharge
Recharge and top up dad’s number with 100 rupees,Recharge
Use PhonePe to top up 9612345678 with 200 rupees,Recharge
Top up Shivani’s number using a 299 pack,Recharge
Put a top up of 149 rupees on my Jio number,Recharge
Recharge my SIM and also top up with 100 rupees,Recharge
Let’s top up Priya’s mobile with a 249 rupees recharge,Recharge
Add 300 rupees top up on 9765432180,Recharge
I’d like to top up my old number with 50 rupees,Recharge
Top up 9843980229 with a recharge pack of 200 rupees,Recharge
Do a recharge and top up 9876543210 with rs 149,Recharge
Can you also top up 9500123456 with rs 499,Recharge
Top up Jyoti’s phone with the same 399 pack again,Recharge
Recharge this number and top it up with 200 rupees,Recharge
Kindly top up my secondary number with a 100 rupees plan,Recharge
Do a 300 rupees recharge and top up 9087654321,Recharge
Please top up 8899001122 with a 249 rupees recharge,Recharge
I need to top up mom’s number with 100 rupees,Recharge
Use UPI and top up 9320000000 with 299 rupees pack,Recharge
Can we top up this mobile with rs 149,Recharge
Top up the work phone using a 200 rupees recharge,Recharge
Just top up my other number with 149 rupees pack,Recharge
I want to top up Rajni’s phone with a recharge of 449 rupees,Recharge
Please top up 8839102200 with a recharge of 199 rupees,Recharge
Top up mobile 9090909090 with a 100 rupees recharge,Recharge
Recharge and top up 8610193580 with rs 249 pack,Recharge
I need to top up my Jio number again with 100 rupees,Recharge
Top up 8880012345 with the same recharge plan,Recharge
Could you top up my cousin’s number with a 300 rupees plan,Recharge
Let’s top up this prepaid SIM with a 399 rupees recharge,Recharge
Top up my Airtel number using rs 149 pack,Recharge
Top up 8210011223 with a basic 100 rupees recharge,Recharge
Just help me top up 9765432123 with 500 rupees pack,Recharge
Top up Sneha’s number with a 249 rupees talktime,Recharge
Add a 100 rupees top up to my secondary SIM,Recharge
Please top up Riya’s number using a recharge of rs 149,Recharge
Help me top up 9944332211 with 300 rupees,Recharge
Could you also top up Swati’s phone using a 200 rupees plan,Recharge
Recharge and top up Ankit’s number with 100 rupees,Recharge
Top up 9870123456 with a PhonePe recharge of rs 200,Recharge
Let’s top up this Airtel number with rs 249 pack,Recharge
Top up dad’s number using a recharge of 100 rupees,Recharge
You can top up 9870000011 with a combo pack of 299,Recharge
Help me top up my BSNL number using rs 399,Recharge
I want to top up this phone urgently with 200 rupees,Recharge
Please top up my prepaid number with 149 rupees,Recharge
Recharge and top up 9700000000 with rs 100 pack,Recharge
Let’s top up mobile 8080808080 with a recharge of 499 rupees,Recharge
I want to top up my friend’s number using a talktime pack,Recharge
Top up this number using a recharge worth 300 rupees,Recharge
Top up 9871234567 with a voice pack of 149 rupees,Recharge
You can also top up my extra SIM with 200 rupees,Recharge
Top up the mobile number ending with 4321 using 100 rupees,Recharge
Just top up Meena’s phone with a recharge of 100 rupees,Recharge
Please top up 7839200011 with a 149 rupees plan,Recharge
Help me top up Ravi Sharma’s number with 399 recharge,Recharge
Kindly top up the family number 9760000000 using 249 rupees,Recharge
Recharge and top up Rahul’s number with rs 299 pack,Recharge
Top up Akash number using a 500 rupees recharge,Recharge
I want to top up mom’s number again with rs 100 pack,Recharge
Top up Neha’s mobile with a 199 rupees recharge,Recharge
Please top up this mobile number with a 100 rupees talktime,Recharge
Help me top up Ankita’s number with rs 300 recharge,Recharge
Let’s top up Sumit’s phone using the same recharge pack,Recharge
Top up number 9612345678 with the best plan under 300 rupees,Recharge
Send rs 500 to Shivani's account,Bank Transfer
Pay rs 300 to Veena in her bank account,Bank Transfer
Transfer rs 2500 to Rahul in his account,Bank Transfer
Send rs 1000 to Rohan's account now,Bank Transfer
Please transfer rs 300 to Priya’s account,Bank Transfer
Pay rupees 200 to Neha’s bank account,Bank Transfer
Send rupees 750 to Rajesh’s account immediately,Bank Transfer
Transfer rs 600 to mom’s bank account,Bank Transfer
Make a payment of rs 999 to Akash,Payment
Send rupees 1200 to Shikha’s account,Bank Transfer
Pay rs 450 to Anjali in her bank,Bank Transfer
Please send rs 800 to Suresh’s bank account,Bank Transfer
Transfer rupees 2000 to my dad's account,Bank Transfer
Send rs 350 to Pooja's account,Bank Transfer
Pay rupees 950 to Varun in his bank account,Bank Transfer
Transfer rs 700 to Jyoti’s account,Bank Transfer
Send rupees 650 to Ritu's bank account,Bank Transfer
Pay rupees 400 to Swati in her savings account,Bank Transfer
Transfer rs 3000 to Amit’s bank account,Bank Transfer
Send rupees 1100 to my sister’s account,Bank Transfer
Please pay rs 500 to Reena's account,Bank Transfer
Send rupees 1800 to Sanjay’s bank,Bank Transfer
Transfer rs 2200 to Karan’s account,Bank Transfer
Make a payment of rupees 275 to Nisha’s account,Bank Transfer
Send rs 1250 to uncle’s bank account,Bank Transfer
Pay rupees 200 to Meena's account,Bank Transfer
Transfer rs 1700 to Harsh’s savings account,Bank Transfer
Send rupees 900 to Tanya’s bank,Bank Transfer
Please transfer rupees 1600 to Arjun in his account,Bank Transfer
Pay rs 3500 to Kavita’s bank account,Bank Transfer
Send 500 rupees from my bank account,Payment
Please transfer funds from my account,Payment
I want to pay 1000 rupees through my bank,Payment
Can you send 750 rupees from my savings account,Payment
Transfer 2000 rupees from my bank to someone,Payment
I need to transfer money from my account,Payment
Send money from my bank balance,Payment
Please make a transfer of 900 rupees from my bank,Payment
Help me send 600 rupees from my bank account,Payment
Pay 1200 rupees from my account to Rohan,Payment
Do a money transfer from my bank,Payment
I want to send 3000 rupees from my bank,Payment
Please initiate a bank transfer for 450 rupees,Bank Transfer
Send payment of 800 rupees from my account,Payment
I would like to do a fund transfer from my account,Payment
Can you help me transfer 1000 rupees from my bank,Payment
Transfer money to Shivani using my bank account,Payment
Do a payment from my bank account,Payment
Make a transfer from my bank for 700 rupees,Payment
Assist me with sending money from my bank,Payment
Please use my account to send 1100 rupees,Payment
I want to pay Priya from my bank account,Payment
Transfer 950 rupees from my bank balance,Payment
Send 400 rupees from my bank to someone,Payment
I need to pay 500 rupees using my account,Payment
Help me pay through my bank account,Payment
Can you do a transaction from my bank for 1300 rupees,Payment
Send 2200 rupees from my account now,Payment
Do a transfer from my savings account,Payment
Initiate payment from my bank account,Payment
Please make a bank payment for 300 rupees,Payment
Transfer 1500 from my bank to Akash,Payment
Send 1800 using my bank balance,Payment
I want to pay directly from my bank account,Payment
Move funds from my bank account,Payment
Please process 1400 rupees from my bank,Payment
Make a direct payment from my bank account,Payment
Send funds using my account,Payment
Pay directly from my bank for 1700 rupees,Payment
Use my bank to transfer 800 rupees,Payment
Help me make a payment using my account,Payment
Transfer money to Veena using my bank,Payment
Use my account to pay 700 rupees,Payment
Initiate a fund transfer of 1600 rupees from my bank,Payment
Please make the payment through my bank,Payment
Help me send a bank payment to Jyoti,Payment
Send 999 from my bank,Payment
I want to move money from my bank,Payment
Make a payment from my account for 600 rupees,Payment
Pay Sneha using my bank,Payment
Use my bank account to send 1300 rupees,Payment
Please help me pay from my bank account,Payment
Transfer 890 rupees directly from my bank,Payment
Pay from my bank account to Rajesh,Payment
Do the payment using my bank balance,Payment
Send 3000 from my account,Payment
Pay someone from my bank for 400 rupees,Payment
Help me do a payment from my bank account,Payment
Please send funds using my bank,Payment
Can you transfer 1000 from my account,Payment
Make a transaction from my bank for 850 rupees,Payment
Please transfer 200 rupees from my bank,Payment
Pay 1250 using my savings account,Payment
Assist me in sending 1500 rupees from my bank,Payment
Send money to Ravi from my account,Payment
Please initiate a payment from my account,Payment
Help me with a bank transfer for 1100 rupees,Payment
Transfer 500 from my bank right now,Payment
Use my bank to pay 2000 rupees to Ritu,Payment
Please make a fund transfer from my account,Payment
Send 650 rupees using my bank account,Payment
I would like to do a bank payment to ramakrishan,Bank Transfer
make a payment to Akhil,Payment
pay Shourabh using vpa,Payment
do a payment by vpa,Payment
send money to Jyoti via upi,Payment
do a payment to Mohan,Payment
pay Kunal via upi,Payment
make a payment to Neha using vpa,Payment
pay Aditya via imps,Payment
send funds to Riya using bheem,Payment
initiate payment to Tanvi,Payment
make a payment of 500 to Jyoti,Payment
pay 1500 rupees to Ramesh,Payment
send 900 to Neha via upi,Payment
make a payment of 2999 to Pranav,Payment
pay 1000 rs to Akshay via imps,Payment
do a payment of 750 to Shweta,Payment
pay 230 to Ananya using vpa,Payment
send 999 rupees to Aman,Payment
do a payment of 1200 to Pratik,Payment
transfer 400 rs to Sakshi using upi,Payment
send 500 to Rahul,Payment
pay Aayush 1500 through upi,Payment
initiate a 3000 rs payment to Pranjal,Payment
send 200 rupees to Shruti via imps,Payment
pay 785 rs to Veer,Payment
do a quick payment of 4500 to Aryan,Payment
complete payment to Tanya for 900,Payment
settle 100 rs with Pratham,Payment
initiate transaction of 2300 to Kritika,Payment
clear the dues of 3300 to Soham,Payment
pay Raj by vpa,Payment
make payment to Aarav via upi,Payment
pay 1000 to Priya using imps,Payment
send 150 rs to Mitali through neft,Payment
transfer 670 to Manav using upi,Payment
do payment to Harsh via upi,Payment
make a 2500 payment to Disha by rtgs,Payment
pay Omkar 1100 using neft,Payment
send 430 to Manisha through upi,Payment
make a payment to Abhishek by rtgs,Payment
pay 300 to Arjun,Payment
send cash to Rahul,Payment
make payment to Bhavya,Payment
pay Sam for 500,Payment
give 2200 to Maddy via upi,Payment
send 2400 to Simran using vpa,Payment
shoot 500 to Tarun,Payment
transfer 800 bucks to Rajeev,Payment
send 999 rs to Payal,Payment
pay 660 to Hardik now,Payment
make payment toward Kiran,Payment
send amount of 1200 to Dev,Payment
initiate 3400 to Ankit through vpa,Payment
pay Rachit for groceries – 290,Payment
give 1250 to Deepak via upi,Payment
do payment of 3100 to Yash,Payment
pay to Seema 450,Payment
send 799 over to Tushar,Payment
make the payment of 950 to Kunal,Payment
shoot 260 rs to Parth,Payment
upi payment to Rahul,Payment
send 1500 using vpa to Sneha,Payment
vpa transfer of 890 to Aarti,Payment
make a 4000 rupees payment to Abhinav,Payment
upi send 1400 to Aarushi,Payment
initiate payment to Harshit via vpa,Payment
pay 350 to Shravan using upi,Payment
upi pay of 570 to Sheetal,Payment
make vpa payment of 1100 to Rajat,Payment
send 2000 to Bhavana via upi,Payment
shoot some money to Vipin,Payment
drop 600 to Naina,Payment
send over 500 bucks to Chirag,Payment
ping 950 rs to Ayushi,Payment
forward 1550 to Harini,Payment
send quick 700 to Rehaan,Payment
pop 850 rupees to Divya,Payment
make that 4000 payment to Nikhil,Payment
pay Tanya back – 220,Payment
settle 490 rs with Viraj,Payment
pay 600 to Mohit for dinner,Payment
make a payment of 5000 to Aarav for rent,Payment
send 2500 to Sneha for shopping,Payment
pay 320 to Rajat for groceries via upi,Payment
transfer 600 to Parul as reimbursement,Payment
pay 1000 rs to Arya for cab fare,Payment
make a quick payment to Adil for lunch,Payment
send 890 to Prerna for snacks,Payment
pay 999 to Abhay via vpa for electricity,Payment
make a final payment of 1500 to Rishi,Payment
pay rs 2000 to Meena Gupta using QR code,Scan and Pay
scan and pay rs 1500 to Rakesh,Scan and Pay
use QR scanner to pay rs 300 to Neha,Scan and Pay
pay Anuj by scanning the code,Scan and Pay
scan Meera’s QR to send rs 500,Scan and Pay
make a payment to Aarav via QR code,Scan and Pay
use the scanner to pay rs 999 to Tanya,Scan and Pay
pay rs 1200 to Aman through scan and pay,Scan and Pay
scan and transfer rs 600 to Priya,Scan and Pay
pay Saurabh using his QR code,Scan and Pay
use scan option to pay rs 400 to Anjali,Scan and Pay
send rs 950 to Karan via QR,Scan and Pay
scan and make payment to Shweta for rs 770,Scan and Pay
pay rs 1100 to Rahul by scanning QR,Scan and Pay
scan and send rs 800 to Sneha,Scan and Pay
use QR code to settle rs 430 with Riya,Scan and Pay
scan Akshay's QR and pay rs 900,Scan and Pay
make payment of rs 1500 to Disha through scanner,Scan and Pay
pay rs 310 to Simran using scan and pay,Scan and Pay
scan the QR and transfer rs 1230 to Ravi,Scan and Pay
do a scan payment of rs 250 to Harsh,Scan and Pay
pay Shikha rs 700 using her QR code,Scan and Pay
use scanner and pay rs 980 to Mohit,Scan and Pay
scan to pay rs 670 to Juhi,Scan and Pay
pay rs 420 to Pratik by scanning code,Scan and Pay
use QR to send rs 1400 to Ananya,Scan and Pay
scan and pay rs 3500 to Neelam,Scan and Pay
scan code and pay rs 275 to Yash,Scan and Pay
send rs 1900 to Ishita using QR scanner,Scan and Pay
pay via scan option to Raj rs 890,Scan and Pay
scan Raghav’s QR and pay rs 220,Scan and Pay
scan and make rs 560 payment to Kavita,Scan and Pay
pay rs 770 to Gopal via scan,Scan and Pay
use scanner to send rs 1110 to Kritika,Scan and Pay
pay rs 660 using QR code to Rishi,Scan and Pay
scan and pay money to Shruti rs 840,Scan and Pay
scan his QR and transfer rs 1340,Scan and Pay
use QR scanner to pay Snehal rs 360,Scan and Pay
scan and pay rs 999 to Meenal,Scan and Pay
make a payment of rs 200 through scan to Manav,Scan and Pay
scan and transfer rs 1050 to Jaya,Scan and Pay
send rs 440 to Tarun via QR,Scan and Pay
scan and pay rs 890 to Muskan,Scan and Pay
use scan pay method to send rs 2300 to Dheeraj,Scan and Pay
scan QR code to pay rs 150 to Kalyani,Scan and Pay
scan and transfer rs 680 to Ankit,Scan and Pay
pay rs 395 to Amrita through QR,Scan and Pay
scan and send rs 2150 to Mohini,Scan and Pay
use scan feature to pay rs 870 to Harshit,Scan and Pay
scan Naina’s QR code to pay rs 1200,Scan and Pay
show me my bank balance,CheckBalance
what’s my account balance,CheckBalance
check my account balance,CheckBalance
how much money do I have in my account,CheckBalance
tell me my balance,CheckBalance
get the current balance of my bank account,CheckBalance
what’s the status of my bank account,CheckBalance
fetch the balance of my account,CheckBalance
check available balance in my account,CheckBalance
how much is left in my account,CheckBalance
